,Postcode,Grid Ref,County,District,Ward,District Code,Ward Code,County Code,Constituency,Population,Households,Lower layer super output area,Region,London zone,LSOA Code,MSOA Code,Middle layer super output area,Index of Multiple Deprivation,Postcode district,Average Income,Postcode2
19884,BS4 4SA,ST627713,Bristol,"Bristol, City of",Brislington East,E06000023,E05010890,E11000003,Bristol East,19.0,10.0,Bristol 038B,South West,,E01014524,E02003049,Bristol 038,16362,BS4,39100,BS4 4
19885,BS4 4SB,ST627714,Bristol,"Bristol, City of",Brislington East,E06000023,E05010890,E11000003,Bristol East,58.0,22.0,Bristol 038B,South West,,E01014524,E02003049,Bristol 038,16362,BS4,39100,BS4 4
19886,BS4 4SD,ST626714,Bristol,"Bristol, City of",Brislington East,E06000023,E05010890,E11000003,Bristol East,20.0,9.0,Bristol 038B,South West,,E01014524,E02003049,Bristol 038,16362,BS4,39100,BS4 4
19887,BS4 4SE,ST627715,Bristol,"Bristol, City of",Brislington East,E06000023,E05010890,E11000003,Bristol East,13.0,7.0,Bristol 038B,South West,,E01014524,E02003049,Bristol 038,16362,BS4,39100,BS4 4
19888,BS4 4SF,ST626715,Bristol,"Bristol, City of",Brislington East,E06000023,E05010890,E11000003,Bristol East,37.0,19.0,Bristol 038B,South West,,E01014524,E02003049,Bristol 038,16362,BS4,39100,BS4 4
19889,BS4 4SG,ST625714,Bristol,"Bristol, City of",Brislington East,E06000023,E05010890,E11000003,Bristol East,25.0,16.0,Bristol 038B,South West,,E01014524,E02003049,Bristol 038,16362,BS4,39100,BS4 4
19890,BS4 4SH,ST625715,Bristol,"Bristol, City of",Brislington East,E06000023,E05010890,E11000003,Bristol East,80.0,35.0,Bristol 038B,South West,,E01014524,E02003049,Bristol 038,16362,BS4,39100,BS4 4
19891,BS4 4SJ,ST628723,Bristol,"Bristol, City of",Brislington East,E06000023,E05010890,E11000003,Bristol East,60.0,30.0,Bristol 035C,South West,,E01014530,E02003046,Bristol 035,16297,BS4,44100,BS4 4
19892,BS4 4SL,ST620708,Bristol,"Bristol, City of",Brislington East,E06000023,E05010890,E11000003,Bristol East,50.0,22.0,Bristol 038E,South West,,E01014527,E02003049,Bristol 038,11984,BS4,39100,BS4 4
19893,BS4 4SP,ST632714,Bristol,"Bristol, City of",Brislington East,E06000023,E05010890,E11000003,Bristol East,3.0,1.0,Bristol 038D,South West,,E01014526,E02003049,Bristol 038,4726,BS4,39100,BS4 4
19894,BS4 4SQ,ST625715,Bristol,"Bristol, City of",Brislington East,E06000023,E05010890,E11000003,Bristol East,49.0,22.0,Bristol 038B,South West,,E01014524,E02003049,Bristol 038,16362,BS4,39100,BS4 4
19895,BS4 4SR,ST629713,Bristol,"Bristol, City of",Brislington East,E06000023,E05010890,E11000003,Bristol East,60.0,25.0,Bristol 038B,South West,,E01014524,E02003049,Bristol 038,16362,BS4,39100,BS4 4
19896,BS4 4SS,ST629713,Bristol,"Bristol, City of",Brislington East,E06000023,E05010890,E11000003,Bristol East,65.0,22.0,Bristol 038D,South West,,E01014526,E02003049,Bristol 038,4726,BS4,39100,BS4 4
19897,BS4 4ST,ST629714,Bristol,"Bristol, City of",Brislington East,E06000023,E05010890,E11000003,Bristol East,54.0,24.0,Bristol 038D,South West,,E01014526,E02003049,Bristol 038,4726,BS4,39100,BS4 4
19898,BS4 4SU,ST628714,Bristol,"Bristol, City of",Brislington East,E06000023,E05010890,E11000003,Bristol East,96.0,40.0,Bristol 038B,South West,,E01014524,E02003049,Bristol 038,16362,BS4,39100,BS4 4
19899,BS4 4SX,ST629715,Bristol,"Bristol, City of",Brislington East,E06000023,E05010890,E11000003,Bristol East,62.0,34.0,Bristol 038D,South West,,E01014526,E02003049,Bristol 038,4726,BS4,39100,BS4 4
19900,BS4 4SY,ST629714,Bristol,"Bristol, City of",Brislington East,E06000023,E05010890,E11000003,Bristol East,33.0,20.0,Bristol 038D,South West,,E01014526,E02003049,Bristol 038,4726,BS4,39100,BS4 4
19901,BS4 4SZ,ST630713,Bristol,"Bristol, City of",Brislington East,E06000023,E05010890,E11000003,Bristol East,84.0,33.0,Bristol 038D,South West,,E01014526,E02003049,Bristol 038,4726,BS4,39100,BS4 4
19902,BS4 4TA,ST630713,Bristol,"Bristol, City of",Brislington East,E06000023,E05010890,E11000003,Bristol East,56.0,32.0,Bristol 038D,South West,,E01014526,E02003049,Bristol 038,4726,BS4,39100,BS4 4
19903,BS4 4TB,ST630711,Bristol,"Bristol, City of",Brislington East,E06000023,E05010890,E11000003,Bristol East,5.0,4.0,Bristol 038D,South West,,E01014526,E02003049,Bristol 038,4726,BS4,39100,BS4 4
19904,BS4 4TD,ST630711,Bristol,"Bristol, City of",Brislington East,E06000023,E05010890,E11000003,Bristol East,33.0,13.0,Bristol 038D,South West,,E01014526,E02003049,Bristol 038,4726,BS4,39100,BS4 4
19905,BS4 4TE,ST629710,Bristol,"Bristol, City of",Brislington East,E06000023,E05010890,E11000003,Bristol East,50.0,21.0,Bristol 038D,South West,,E01014526,E02003049,Bristol 038,4726,BS4,39100,BS4 4
19906,BS4 4TF,ST630710,Bristol,"Bristol, City of",Brislington East,E06000023,E05010890,E11000003,Bristol East,69.0,26.0,Bristol 038D,South West,,E01014526,E02003049,Bristol 038,4726,BS4,39100,BS4 4
19907,BS4 4TG,ST631710,Bristol,"Bristol, City of",Brislington East,E06000023,E05010890,E11000003,Bristol East,74.0,35.0,Bristol 038D,South West,,E01014526,E02003049,Bristol 038,4726,BS4,39100,BS4 4
19908,BS4 4TH,ST631711,Bristol,"Bristol, City of",Brislington East,E06000023,E05010890,E11000003,Bristol East,28.0,13.0,Bristol 038D,South West,,E01014526,E02003049,Bristol 038,4726,BS4,39100,BS4 4
19909,BS4 4TJ,ST631711,Bristol,"Bristol, City of",Brislington East,E06000023,E05010890,E11000003,Bristol East,35.0,13.0,Bristol 038D,South West,,E01014526,E02003049,Bristol 038,4726,BS4,39100,BS4 4
19910,BS4 4TL,ST632710,Bristol,"Bristol, City of",Brislington East,E06000023,E05010890,E11000003,Bristol East,47.0,23.0,Bristol 038D,South West,,E01014526,E02003049,Bristol 038,4726,BS4,39100,BS4 4
19911,BS4 4TN,ST632709,Bristol,"Bristol, City of",Brislington East,E06000023,E05010890,E11000003,Bristol East,38.0,18.0,Bristol 038D,South West,,E01014526,E02003049,Bristol 038,4726,BS4,39100,BS4 4
19912,BS4 4TP,ST631709,Bristol,"Bristol, City of",Brislington East,E06000023,E05010890,E11000003,Bristol East,44.0,22.0,Bristol 038D,South West,,E01014526,E02003049,Bristol 038,4726,BS4,39100,BS4 4
19913,BS4 4TQ,ST630711,Bristol,"Bristol, City of",Brislington East,E06000023,E05010890,E11000003,Bristol East,30.0,19.0,Bristol 038D,South West,,E01014526,E02003049,Bristol 038,4726,BS4,39100,BS4 4
19914,BS4 4TR,ST632708,Bristol,"Bristol, City of",Brislington East,E06000023,E05010890,E11000003,Bristol East,90.0,37.0,Bristol 038D,South West,,E01014526,E02003049,Bristol 038,4726,BS4,39100,BS4 4
19915,BS4 4TS,ST631708,Bristol,"Bristol, City of",Brislington East,E06000023,E05010890,E11000003,Bristol East,59.0,25.0,Bristol 038D,South West,,E01014526,E02003049,Bristol 038,4726,BS4,39100,BS4 4
19916,BS4 4TT,ST631708,Bristol,"Bristol, City of",Brislington East,E06000023,E05010890,E11000003,Bristol East,35.0,12.0,Bristol 038D,South West,,E01014526,E02003049,Bristol 038,4726,BS4,39100,BS4 4
19917,BS4 4TU,ST631707,Bristol,"Bristol, City of",Brislington East,E06000023,E05010890,E11000003,Bristol East,16.0,7.0,Bristol 038D,South West,,E01014526,E02003049,Bristol 038,4726,BS4,39100,BS4 4
19918,BS4 4TW,ST631710,Bristol,"Bristol, City of",Brislington East,E06000023,E05010890,E11000003,Bristol East,50.0,26.0,Bristol 038D,South West,,E01014526,E02003049,Bristol 038,4726,BS4,39100,BS4 4
19919,BS4 4TX,ST631707,Bristol,"Bristol, City of",Brislington East,E06000023,E05010890,E11000003,Bristol East,41.0,17.0,Bristol 038D,South West,,E01014526,E02003049,Bristol 038,4726,BS4,39100,BS4 4
19920,BS4 4TY,ST632707,Bristol,"Bristol, City of",Brislington East,E06000023,E05010890,E11000003,Bristol East,43.0,17.0,Bristol 038D,South West,,E01014526,E02003049,Bristol 038,4726,BS4,39100,BS4 4
19921,BS4 4TZ,ST632706,Bristol,"Bristol, City of",Brislington East,E06000023,E05010890,E11000003,Bristol East,15.0,5.0,Bristol 038D,South West,,E01014526,E02003049,Bristol 038,4726,BS4,39100,BS4 4
19922,BS4 4UA,ST630709,Bristol,"Bristol, City of",Brislington East,E06000023,E05010890,E11000003,Bristol East,73.0,29.0,Bristol 038D,South West,,E01014526,E02003049,Bristol 038,4726,BS4,39100,BS4 4
19923,BS4 4UB,ST618707,Bristol,"Bristol, City of",Brislington East,E06000023,E05010890,E11000003,Bristol East,52.0,22.0,Bristol 038E,South West,,E01014527,E02003049,Bristol 038,11984,BS4,39100,BS4 4
19924,BS4 4UY,ST627712,Bristol,"Bristol, City of",Brislington East,E06000023,E05010890,E11000003,Bristol East,,,Bristol 038B,South West,,E01014524,E02003049,Bristol 038,16362,BS4,39100,BS4 4
19925,BS4 4WW,ST622729,Bristol,"Bristol, City of",Brislington East,E06000023,E05010890,E11000003,Bristol East,,,Bristol 035A,South West,,E01014528,E02003046,Bristol 035,21215,BS4,44100,BS4 4
19926,BS4 5AA,ST618707,Bristol,"Bristol, City of",Brislington East,E06000023,E05010890,E11000003,Bristol East,73.0,33.0,Bristol 038E,South West,,E01014527,E02003049,Bristol 038,11984,BS4,39100,BS4 5
19927,BS4 5AB,ST618706,Bristol,"Bristol, City of",Brislington West,E06000023,E05010891,E11000003,Bristol East,15.0,5.0,Bristol 043C,South West,,E01014535,E02003054,Bristol 043,20248,BS4,43900,BS4 5
19928,BS4 5AD,ST619707,Bristol,"Bristol, City of",Brislington East,E06000023,E05010890,E11000003,Bristol East,17.0,7.0,Bristol 038E,South West,,E01014527,E02003049,Bristol 038,11984,BS4,39100,BS4 5
19929,BS4 5AE,ST619705,Bristol,"Bristol, City of",Brislington West,E06000023,E05010891,E11000003,Bristol East,59.0,25.0,Bristol 043C,South West,,E01014535,E02003054,Bristol 043,20248,BS4,43900,BS4 5
19930,BS4 5AF,ST618705,Bristol,"Bristol, City of",Brislington West,E06000023,E05010891,E11000003,Bristol East,66.0,23.0,Bristol 043C,South West,,E01014535,E02003054,Bristol 043,20248,BS4,43900,BS4 5
19931,BS4 5AG,ST618704,Bristol,"Bristol, City of",Brislington West,E06000023,E05010891,E11000003,Bristol East,32.0,10.0,Bristol 043C,South West,,E01014535,E02003054,Bristol 043,20248,BS4,43900,BS4 5
19932,BS4 5AH,ST617705,Bristol,"Bristol, City of",Brislington West,E06000023,E05010891,E11000003,Bristol East,42.0,19.0,Bristol 043C,South West,,E01014535,E02003054,Bristol 043,20248,BS4,43900,BS4 5
19933,BS4 5AJ,ST617706,Bristol,"Bristol, City of",Brislington West,E06000023,E05010891,E11000003,Bristol East,17.0,6.0,Bristol 043C,South West,,E01014535,E02003054,Bristol 043,20248,BS4,43900,BS4 5
19934,BS4 5AL,ST617704,Bristol,"Bristol, City of",Brislington West,E06000023,E05010891,E11000003,Bristol East,53.0,18.0,Bristol 043C,South West,,E01014535,E02003054,Bristol 043,20248,BS4,43900,BS4 5
19935,BS4 5AN,ST617704,Bristol,"Bristol, City of",Brislington West,E06000023,E05010891,E11000003,Bristol East,67.0,27.0,Bristol 043C,South West,,E01014535,E02003054,Bristol 043,20248,BS4,43900,BS4 5
19936,BS4 5AP,ST615703,Bristol,"Bristol, City of",Brislington West,E06000023,E05010891,E11000003,Bristol East,103.0,37.0,Bristol 043C,South West,,E01014535,E02003054,Bristol 043,20248,BS4,43900,BS4 5
19937,BS4 5AQ,ST618705,Bristol,"Bristol, City of",Brislington West,E06000023,E05010891,E11000003,Bristol East,50.0,16.0,Bristol 043C,South West,,E01014535,E02003054,Bristol 043,20248,BS4,43900,BS4 5
19938,BS4 5AR,ST617705,Bristol,"Bristol, City of",Brislington West,E06000023,E05010891,E11000003,Bristol East,10.0,5.0,Bristol 043C,South West,,E01014535,E02003054,Bristol 043,20248,BS4,43900,BS4 5
19939,BS4 5AS,ST615706,Bristol,"Bristol, City of",Brislington West,E06000023,E05010891,E11000003,Bristol East,46.0,19.0,Bristol 043C,South West,,E01014535,E02003054,Bristol 043,20248,BS4,43900,BS4 5
19940,BS4 5AT,ST615705,Bristol,"Bristol, City of",Brislington West,E06000023,E05010891,E11000003,Bristol East,59.0,24.0,Bristol 043C,South West,,E01014535,E02003054,Bristol 043,20248,BS4,43900,BS4 5
19941,BS4 5AW,ST616706,Bristol,"Bristol, City of",Brislington West,E06000023,E05010891,E11000003,Bristol East,69.0,32.0,Bristol 043C,South West,,E01014535,E02003054,Bristol 043,20248,BS4,43900,BS4 5
19942,BS4 5AX,ST617705,Bristol,"Bristol, City of",Brislington West,E06000023,E05010891,E11000003,Bristol East,,,Bristol 043C,South West,,E01014535,E02003054,Bristol 043,20248,BS4,43900,BS4 5
19943,BS4 5AY,ST615705,Bristol,"Bristol, City of",Brislington West,E06000023,E05010891,E11000003,Bristol East,,,Bristol 043C,South West,,E01014535,E02003054,Bristol 043,20248,BS4,43900,BS4 5
19944,BS4 5AZ,ST620707,Bristol,"Bristol, City of",Brislington East,E06000023,E05010890,E11000003,Bristol East,4.0,2.0,Bristol 038E,South West,,E01014527,E02003049,Bristol 038,11984,BS4,39100,BS4 5
19945,BS4 5BA,ST619705,Bristol,"Bristol, City of",Brislington West,E06000023,E05010891,E11000003,Bristol East,47.0,21.0,Bristol 043C,South West,,E01014535,E02003054,Bristol 043,20248,BS4,43900,BS4 5
19946,BS4 5BB,ST620705,Bristol,"Bristol, City of",Brislington West,E06000023,E05010891,E11000003,Bristol East,24.0,11.0,Bristol 043C,South West,,E01014535,E02003054,Bristol 043,20248,BS4,43900,BS4 5
19947,BS4 5BD,ST620705,Bristol,"Bristol, City of",Brislington West,E06000023,E05010891,E11000003,Bristol East,53.0,24.0,Bristol 043C,South West,,E01014535,E02003054,Bristol 043,20248,BS4,43900,BS4 5
19948,BS4 5BE,ST620706,Bristol,"Bristol, City of",Brislington East,E06000023,E05010890,E11000003,Bristol East,6.0,4.0,Bristol 038E,South West,,E01014527,E02003049,Bristol 038,11984,BS4,39100,BS4 5
19949,BS4 5BG,ST620707,Bristol,"Bristol, City of",Brislington East,E06000023,E05010890,E11000003,Bristol East,3.0,3.0,Bristol 038E,South West,,E01014527,E02003049,Bristol 038,11984,BS4,39100,BS4 5
19950,BS4 5BH,ST620705,Bristol,"Bristol, City of",Brislington West,E06000023,E05010891,E11000003,Bristol East,9.0,2.0,Bristol 043C,South West,,E01014535,E02003054,Bristol 043,20248,BS4,43900,BS4 5
19951,BS4 5BJ,ST613703,Bristol,"Bristol, City of",Brislington West,E06000023,E05010891,E11000003,Bristol East,3.0,0.0,Bristol 043B,South West,,E01014534,E02003054,Bristol 043,14604,BS4,43900,BS4 5
19952,BS4 5BL,ST619706,Bristol,"Bristol, City of",Brislington West,E06000023,E05010891,E11000003,Bristol East,51.0,24.0,Bristol 043C,South West,,E01014535,E02003054,Bristol 043,20248,BS4,43900,BS4 5
19953,BS4 5BN,ST620704,Bristol,"Bristol, City of",Brislington West,E06000023,E05010891,E11000003,Bristol East,11.0,6.0,Bristol 043C,South West,,E01014535,E02003054,Bristol 043,20248,BS4,43900,BS4 5
19954,BS4 5BP,ST617704,Bristol,"Bristol, City of",Brislington West,E06000023,E05010891,E11000003,Bristol East,62.0,29.0,Bristol 043C,South West,,E01014535,E02003054,Bristol 043,20248,BS4,43900,BS4 5
19955,BS4 5BS,ST617702,Bristol,"Bristol, City of",Brislington West,E06000023,E05010891,E11000003,Bristol East,13.0,7.0,Bristol 043D,South West,,E01014536,E02003054,Bristol 043,3177,BS4,43900,BS4 5
19956,BS4 5BT,ST617702,Bristol,"Bristol, City of",Brislington West,E06000023,E05010891,E11000003,Bristol East,38.0,24.0,Bristol 043D,South West,,E01014536,E02003054,Bristol 043,3177,BS4,43900,BS4 5
19957,BS4 5BU,ST617702,Bristol,"Bristol, City of",Brislington West,E06000023,E05010891,E11000003,Bristol East,21.0,6.0,Bristol 043D,South West,,E01014536,E02003054,Bristol 043,3177,BS4,43900,BS4 5
19958,BS4 5BW,ST620704,Bristol,"Bristol, City of",Brislington West,E06000023,E05010891,E11000003,Bristol East,37.0,13.0,Bristol 043C,South West,,E01014535,E02003054,Bristol 043,20248,BS4,43900,BS4 5
19959,BS4 5BX,ST617702,Bristol,"Bristol, City of",Brislington West,E06000023,E05010891,E11000003,Bristol East,41.0,18.0,Bristol 043D,South West,,E01014536,E02003054,Bristol 043,3177,BS4,43900,BS4 5
19960,BS4 5BY,ST616702,Bristol,"Bristol, City of",Brislington West,E06000023,E05010891,E11000003,Bristol East,16.0,7.0,Bristol 043D,South West,,E01014536,E02003054,Bristol 043,3177,BS4,43900,BS4 5
19961,BS4 5BZ,ST618703,Bristol,"Bristol, City of",Brislington West,E06000023,E05010891,E11000003,Bristol East,76.0,36.0,Bristol 043C,South West,,E01014535,E02003054,Bristol 043,20248,BS4,43900,BS4 5
19962,BS4 5DA,ST620703,Bristol,"Bristol, City of",Brislington West,E06000023,E05010891,E11000003,Bristol East,55.0,18.0,Bristol 043C,South West,,E01014535,E02003054,Bristol 043,20248,BS4,43900,BS4 5
19963,BS4 5DB,ST619703,Bristol,"Bristol, City of",Brislington West,E06000023,E05010891,E11000003,Bristol East,83.0,29.0,Bristol 043C,South West,,E01014535,E02003054,Bristol 043,20248,BS4,43900,BS4 5
19964,BS4 5DD,ST618702,Bristol,"Bristol, City of",Brislington West,E06000023,E05010891,E11000003,Bristol East,45.0,16.0,Bristol 043D,South West,,E01014536,E02003054,Bristol 043,3177,BS4,43900,BS4 5
19965,BS4 5DF,ST618700,Bristol,"Bristol, City of",Brislington West,E06000023,E05010891,E11000003,Bristol East,71.0,22.0,Bristol 043D,South West,,E01014536,E02003054,Bristol 043,3177,BS4,43900,BS4 5
19966,BS4 5DG,ST619700,Bristol,"Bristol, City of",Brislington West,E06000023,E05010891,E11000003,Bristol East,29.0,15.0,Bristol 043D,South West,,E01014536,E02003054,Bristol 043,3177,BS4,43900,BS4 5
19967,BS4 5DH,ST616701,Bristol,"Bristol, City of",Brislington West,E06000023,E05010891,E11000003,Bristol East,47.0,18.0,Bristol 043C,South West,,E01014535,E02003054,Bristol 043,20248,BS4,43900,BS4 5
19968,BS4 5DJ,ST612701,Bristol,"Bristol, City of",Stockwood,E06000023,E05010915,E11000003,Bristol East,172.0,60.0,Bristol 049G,South West,,E01014708,E02003060,Bristol 049,15316,BS4,36700,BS4 5
19969,BS4 5DL,ST617701,Bristol,"Bristol, City of",Brislington West,E06000023,E05010891,E11000003,Bristol East,41.0,26.0,Bristol 043D,South West,,E01014536,E02003054,Bristol 043,3177,BS4,43900,BS4 5
19970,BS4 5DN,ST618701,Bristol,"Bristol, City of",Brislington West,E06000023,E05010891,E11000003,Bristol East,63.0,39.0,Bristol 043D,South West,,E01014536,E02003054,Bristol 043,3177,BS4,43900,BS4 5
19971,BS4 5DP,ST613701,Bristol,"Bristol, City of",Stockwood,E06000023,E05010915,E11000003,Bristol East,119.0,39.0,Bristol 043C,South West,,E01014535,E02003054,Bristol 043,20248,BS4,43900,BS4 5
19972,BS4 5DQ,ST616701,Bristol,"Bristol, City of",Brislington West,E06000023,E05010891,E11000003,Bristol East,27.0,13.0,Bristol 043C,South West,,E01014535,E02003054,Bristol 043,20248,BS4,43900,BS4 5
19973,BS4 5DR,ST612700,Bristol,"Bristol, City of",Stockwood,E06000023,E05010915,E11000003,Bristol East,46.0,20.0,Bristol 049G,South West,,E01014708,E02003060,Bristol 049,15316,BS4,36700,BS4 5
19974,BS4 5DT,ST614699,Bristol,"Bristol, City of",Stockwood,E06000023,E05010915,E11000003,Bristol East,61.0,21.0,Bristol 043C,South West,,E01014535,E02003054,Bristol 043,20248,BS4,43900,BS4 5
19975,BS4 5DU,ST613699,Bristol,"Bristol, City of",Stockwood,E06000023,E05010915,E11000003,Bristol East,27.0,10.0,Bristol 043C,South West,,E01014535,E02003054,Bristol 043,20248,BS4,43900,BS4 5
19976,BS4 5DW,ST617701,Bristol,"Bristol, City of",Brislington West,E06000023,E05010891,E11000003,Bristol East,36.0,31.0,Bristol 043D,South West,,E01014536,E02003054,Bristol 043,3177,BS4,43900,BS4 5
19977,BS4 5DX,ST614699,Bristol,"Bristol, City of",Stockwood,E06000023,E05010915,E11000003,Bristol East,17.0,9.0,Bristol 043C,South West,,E01014535,E02003054,Bristol 043,20248,BS4,43900,BS4 5
19978,BS4 5DY,ST615699,Bristol,"Bristol, City of",Stockwood,E06000023,E05010915,E11000003,Bristol East,47.0,18.0,Bristol 043C,South West,,E01014535,E02003054,Bristol 043,20248,BS4,43900,BS4 5
19979,BS4 5DZ,ST616700,Bristol,"Bristol, City of",Stockwood,E06000023,E05010915,E11000003,Bristol East,48.0,17.0,Bristol 043C,South West,,E01014535,E02003054,Bristol 043,20248,BS4,43900,BS4 5
19980,BS4 5EA,ST617699,Bristol,"Bristol, City of",Stockwood,E06000023,E05010915,E11000003,Bristol East,75.0,23.0,Bristol 043D,South West,,E01014536,E02003054,Bristol 043,3177,BS4,43900,BS4 5
19981,BS4 5EB,ST616699,Bristol,"Bristol, City of",Stockwood,E06000023,E05010915,E11000003,Bristol East,41.0,17.0,Bristol 043C,South West,,E01014535,E02003054,Bristol 043,20248,BS4,43900,BS4 5
19982,BS4 5ED,ST616700,Bristol,"Bristol, City of",Stockwood,E06000023,E05010915,E11000003,Bristol East,6.0,4.0,Bristol 043C,South West,,E01014535,E02003054,Bristol 043,20248,BS4,43900,BS4 5
19983,BS4 5EE,ST617697,Bristol,"Bristol, City of",Stockwood,E06000023,E05010915,E11000003,Bristol East,65.0,26.0,Bristol 043C,South West,,E01014535,E02003054,Bristol 043,20248,BS4,43900,BS4 5
19984,BS4 5EF,ST617698,Bristol,"Bristol, City of",Stockwood,E06000023,E05010915,E11000003,Bristol East,38.0,15.0,Bristol 043C,South West,,E01014535,E02003054,Bristol 043,20248,BS4,43900,BS4 5
19985,BS4 5EG,ST617698,Bristol,"Bristol, City of",Stockwood,E06000023,E05010915,E11000003,Bristol East,44.0,20.0,Bristol 043C,South West,,E01014535,E02003054,Bristol 043,20248,BS4,43900,BS4 5
19986,BS4 5EH,ST616700,Bristol,"Bristol, City of",Stockwood,E06000023,E05010915,E11000003,Bristol East,31.0,11.0,Bristol 043C,South West,,E01014535,E02003054,Bristol 043,20248,BS4,43900,BS4 5
19987,BS4 5EJ,ST623698,Bristol,"Bristol, City of",Brislington West,E06000023,E05010891,E11000003,Bristol East,,,Bristol 043D,South West,,E01014536,E02003054,Bristol 043,3177,BS4,43900,BS4 5
19988,BS4 5EL,ST619699,Bristol,"Bristol, City of",Brislington West,E06000023,E05010891,E11000003,Bristol East,,,Bristol 043D,South West,,E01014536,E02003054,Bristol 043,3177,BS4,43900,BS4 5
19989,BS4 5EQ,ST616699,Bristol,"Bristol, City of",Stockwood,E06000023,E05010915,E11000003,Bristol East,56.0,21.0,Bristol 043C,South West,,E01014535,E02003054,Bristol 043,20248,BS4,43900,BS4 5
19990,BS4 5ES,ST626699,Bristol,"Bristol, City of",Brislington West,E06000023,E05010891,E11000003,Bristol East,13.0,6.0,Bristol 043D,South West,,E01014536,E02003054,Bristol 043,3177,BS4,43900,BS4 5
19991,BS4 5ET,ST625698,Bristol,"Bristol, City of",Brislington West,E06000023,E05010891,E11000003,Bristol East,35.0,17.0,Bristol 043D,South West,,E01014536,E02003054,Bristol 043,3177,BS4,43900,BS4 5
19992,BS4 5EU,ST625699,Bristol,"Bristol, City of",Brislington West,E06000023,E05010891,E11000003,Bristol East,48.0,27.0,Bristol 043D,South West,,E01014536,E02003054,Bristol 043,3177,BS4,43900,BS4 5
19993,BS4 5EX,ST623698,Bristol,"Bristol, City of",Brislington West,E06000023,E05010891,E11000003,Bristol East,37.0,21.0,Bristol 043D,South West,,E01014536,E02003054,Bristol 043,3177,BS4,43900,BS4 5
19994,BS4 5EY,ST626697,Bristol,"Bristol, City of",Brislington West,E06000023,E05010891,E11000003,Bristol East,,,Bristol 043D,South West,,E01014536,E02003054,Bristol 043,3177,BS4,43900,BS4 5
19995,BS4 5EZ,ST623698,Bristol,"Bristol, City of",Brislington West,E06000023,E05010891,E11000003,Bristol East,24.0,10.0,Bristol 043D,South West,,E01014536,E02003054,Bristol 043,3177,BS4,43900,BS4 5
19996,BS4 5HA,ST623697,Bristol,"Bristol, City of",Brislington West,E06000023,E05010891,E11000003,Bristol East,49.0,22.0,Bristol 043D,South West,,E01014536,E02003054,Bristol 043,3177,BS4,43900,BS4 5
19997,BS4 5HB,ST623697,Bristol,"Bristol, City of",Brislington West,E06000023,E05010891,E11000003,Bristol East,95.0,33.0,Bristol 043D,South West,,E01014536,E02003054,Bristol 043,3177,BS4,43900,BS4 5
19998,BS4 5HD,ST622698,Bristol,"Bristol, City of",Brislington West,E06000023,E05010891,E11000003,Bristol East,24.0,20.0,Bristol 043D,South West,,E01014536,E02003054,Bristol 043,3177,BS4,43900,BS4 5
19999,BS4 5HE,ST622699,Bristol,"Bristol, City of",Brislington West,E06000023,E05010891,E11000003,Bristol East,43.0,27.0,Bristol 043D,South West,,E01014536,E02003054,Bristol 043,3177,BS4,43900,BS4 5
20000,BS4 5HF,ST621698,Bristol,"Bristol, City of",Brislington West,E06000023,E05010891,E11000003,Bristol East,61.0,25.0,Bristol 043D,South West,,E01014536,E02003054,Bristol 043,3177,BS4,43900,BS4 5
20001,BS4 5HG,ST621700,Bristol,"Bristol, City of",Brislington West,E06000023,E05010891,E11000003,Bristol East,48.0,26.0,Bristol 043D,South West,,E01014536,E02003054,Bristol 043,3177,BS4,43900,BS4 5
20002,BS4 5HH,ST621701,Bristol,"Bristol, City of",Brislington West,E06000023,E05010891,E11000003,Bristol East,48.0,20.0,Bristol 043D,South West,,E01014536,E02003054,Bristol 043,3177,BS4,43900,BS4 5
20003,BS4 5HJ,ST622700,Bristol,"Bristol, City of",Brislington West,E06000023,E05010891,E11000003,Bristol East,59.0,23.0,Bristol 043D,South West,,E01014536,E02003054,Bristol 043,3177,BS4,43900,BS4 5
20004,BS4 5HL,ST620700,Bristol,"Bristol, City of",Brislington West,E06000023,E05010891,E11000003,Bristol East,18.0,12.0,Bristol 043D,South West,,E01014536,E02003054,Bristol 043,3177,BS4,43900,BS4 5
20005,BS4 5HN,ST620700,Bristol,"Bristol, City of",Brislington West,E06000023,E05010891,E11000003,Bristol East,63.0,28.0,Bristol 043D,South West,,E01014536,E02003054,Bristol 043,3177,BS4,43900,BS4 5
20006,BS4 5HP,ST621703,Bristol,"Bristol, City of",Brislington West,E06000023,E05010891,E11000003,Bristol East,,,Bristol 043C,South West,,E01014535,E02003054,Bristol 043,20248,BS4,43900,BS4 5
20007,BS4 5HQ,ST621700,Bristol,"Bristol, City of",Brislington West,E06000023,E05010891,E11000003,Bristol East,79.0,25.0,Bristol 043D,South West,,E01014536,E02003054,Bristol 043,3177,BS4,43900,BS4 5
20008,BS4 5HR,ST620701,Bristol,"Bristol, City of",Brislington West,E06000023,E05010891,E11000003,Bristol East,19.0,15.0,Bristol 043D,South West,,E01014536,E02003054,Bristol 043,3177,BS4,43900,BS4 5
20009,BS4 5HT,ST619700,Bristol,"Bristol, City of",Brislington West,E06000023,E05010891,E11000003,Bristol East,10.0,9.0,Bristol 043D,South West,,E01014536,E02003054,Bristol 043,3177,BS4,43900,BS4 5
